Record Length,2500,Points,-4.40000044E-3,159.99999642E-3,
Sample Interval,3.99999999E-6,s,-4.39600041E-3,79.999998212E-3,
Trigger Point,1.1000002E3,Samples,-4.39200038E-3,159.99999642E-3,
,,,-4.38800035E-3,79.999998212E-3,
,,,-4.38400032E-3,159.99999642E-3,
,,,-4.38000029E-3,79.999998212E-3,
Source,CH1,,-4.37600026E-3,159.99999642E-3,
Vertical Units,Volts,,-4.37200023E-3,159.99999642E-3,
Vertical Scale,2.0000000,,-4.36800066E-3,159.99999642E-3,
Vertical Offset,0,,-4.36400063E-3,159.99999642E-3,
Horizontal Units,s,,-4.36000060E-3,159.99999642E-3,
Horizontal Scale,1.000000E-3,,-4.35600057E-3,79.999998212E-3,
Pt Fmt,Y,,-4.35200054E-3,159.99999642E-3,
Yzero,280.00000000E-3,,-4.34800051E-3,79.999998212E-3,
Probe Atten,10.0000000,,-4.34400048E-3,79.999998212E-3,
,,,-4.34000045E-3,79.999998212E-3,
Note,TBS 1052B-EDU - 16:21:43   2025-11-20,,-4.33600042E-3,159.99999642E-3,
,,,-4.33200039E-3,79.999998212E-3,
,,,-4.32800036E-3,159.99999642E-3,
,,,-4.32400033E-3,79.999998212E-3,
,,,-4.32000030E-3,79.999998212E-3,
,,,-4.31600027E-3,159.99999642E-3,
,,,-4.31200024E-3,159.99999642E-3,
,,,-4.30800067E-3,79.999998212E-3,
,,,-4.30400064E-3,79.999998212E-3,
,,,-4.30000061E-3,79.999998212E-3,
,,,-4.29600058E-3,79.999998212E-3,
,,,-4.29200055E-3,159.99999642E-3,
,,,-4.28800052E-3,159.99999642E-3,
,,,-4.28400049E-3,79.999998212E-3,
,,,-4.28000046E-3,159.99999642E-3,
,,,-4.27600043E-3,79.999998212E-3,
,,,-4.27200040E-3,159.99999642E-3,
,,,-4.26800037E-3,79.999998212E-3,
,,,-4.26400034E-3,159.99999642E-3,
,,,-4.26000031E-3,79.999998212E-3,
,,,-4.25600028E-3,79.999998212E-3,
,,,-4.25200025E-3,159.99999642E-3,
,,,-4.24800022E-3,159.99999642E-3,
,,,-4.24400065E-3,79.999998212E-3,
,,,-4.24000062E-3,79.999998212E-3,
,,,-4.23600059E-3,159.99999642E-3,
,,,-4.23200056E-3,159.99999642E-3,
,,,-4.22800053E-3,159.99999642E-3,
,,,-4.22400050E-3,79.999998212E-3,
,,,-4.22000047E-3,159.99999642E-3,
,,,-4.21600044E-3,79.999998212E-3,
,,,-4.21200041E-3,79.999998212E-3,
,,,-4.20800038E-3,159.99999642E-3,
,,,-4.20400035E-3,159.99999642E-3,
,,,-4.20000032E-3,159.99999642E-3,
,,,-4.19600029E-3,79.999998212E-3,
,,,-4.19200025E-3,159.99999642E-3,
,,,-4.18800022E-3,79.999998212E-3,
,,,-4.18400066E-3,159.99999642E-3,
,,,-4.18000063E-3,79.999998212E-3,
,,,-4.17600060E-3,159.99999642E-3,
,,,-4.17200057E-3,79.999998212E-3,
